wikidata_id,wikipedia_title,status,text
Q178145,Gothic metal,ok,"Gothic metal (or goth metal) is a fusion genre combining the aggression of heavy metal with the dark atmospheres of gothic rock. The music of gothic metal is diverse with bands known to adopt the gothic approach to different styles of heavy metal music. The genre originated during the early 1990s in the United Kingdom originally as an outgrowth of death-doom, a fusion of death metal and doom metal. Lyrics are generally dark and introspective with inspiration from gothic fiction as well as personal experiences."
Q1781796,Sega (genre),ok,"Sega (French: séga) is one of the major music genres of Mauritius and Réunion. It is a complete performance art, involving music, story-telling and traditional dance. Musically, the most modern forms common in Mauritius are its fusion genre seggae and bhojpuri variations, whilst Réunion also features maloya, the latter being much closer to the older, typical music influences originating from Madagascar. The variety of different sega forms is reflected in the multi-ethnic populous of the indigenous population of Mauritius.

Sega (traditional Mauritian sega, sega tambour Chagos, sega tambour of Rodrigues Island) has been included in UNESCO's Intangible Cultural Heritage lists."
Q1784032,Viking rock,ok,"Viking rock (Vikingarock) is a rock music genre that takes much of its themes from 19th-century Viking romanticism, mixing it with elements of rockabilly, Oi! or street punk, and folk music. Frequent themes occurring in Viking rock include vikings and Norse mythology, as well as Sweden's King Karl XII and the Caroleans.

Viking rock is often linked to white supremacy. Many make no distinction between Viking rock and white power music, and there is debate whether Viking rock is essentially racist. Some viking rock bands, however, disapprove of racism such as the Swedish band Hel.

Kuggnäsfestivalen is a music festival that caters to viking rock."
Q1784106,Powerviolence,ok,"Powerviolence (sometimes written as power violence) is a chaotic and fast subgenre of hardcore punk which is closely related to thrashcore and grindcore. In contrast with grindcore, which is a ""crossover"" idiom containing musical aspects of heavy metal, powerviolence is just an augmentation of the most challenging qualities of hardcore punk and grindcore. Like its predecessors, it is usually socio-politically charged and iconoclastic."
Q1785028,,no article,
Q1785243,Long song,ok,"The long song (Mongolian: ᠤᠷᠲᠠ ᠢᠢᠨᠳᠠᠭᠤᠨ, Urtyn duu) is one of the central elements of the traditional music of Mongolia. This genre is called ""Long song"" not only because the songs are long, but also because each syllable of text is extended for a long duration. A four-minute song may only consist of ten words. Certain long songs such as Uvgin shuvuu khoyor, also known as Jargaltain delger (lit. 'Old man and the Bird') take up to three hours to sing at full length, with all thirty-two stanzas. Lyrical themes vary depending on context; they can be philosophical, religious, romantic, or celebratory, and often use horses as a symbol or theme repeated throughout the song. Eastern Mongols typically use a Morin khuur (horse-head fiddle) as accompaniment, sometimes with a type of indigenous flute, called limbe. Oirat groups of the Western Mongols traditionally sing long songs unaccompanied or accompanied with the Igil."
Q1786724,Marrabenta,ok,"Marrabenta is a popular style of Mozambican dance music combining traditional Mozambican dance rhythms with Portuguese folk music. It was developed in Maputo, the capital city of Mozambique, during the 1930s and 1940s."
Q1797650,Son jarocho,ok,"Son jarocho (""Veracruz Sound"") is a regional folk musical style of Mexican Son from Veracruz, a Mexican state along the Gulf of Mexico. It evolved over the last two and a half centuries along the coastal portions of southern Tamaulipas state and Veracruz state, hence the term jarocho, a colloquial term for people or things from the port city of Veracruz."
Q17988509,Jazz mugham,ok,"The Jazz mugham (also known as Mugham jazz) (Azerbaijani: Caz-muğam) is a variant of a musical fusion genre that developed from mixing Azerbaijani jazz with mugham, typically instrumental compositions with a jazz approach to lengthy group improvisations, often using wind and vocal music and displaying a high level of instrumental technique."
Q1798870,,no article,
Q17995961,Mobb music,ok,"Mobb music is a subgenre of hip-hop that emerged from the San Francisco Bay Area, particularly in the 1990s, and is characterized by its slow, bass-heavy beats, deep storytelling, and gritty street narratives. It is closely associated with Bay Area hip-hop culture, which has influenced various hip-hop movements, including the hyphy era of the mid-2000s. Pioneering artists like Too Short, E-40 and Mac Mall were instrumental in shaping the genre, with notable albums such as Too $hort's Short Dog's in the House (1990), Mac Mall's Illegal Business? (1993), E-40's In a Major Way (1995). Mobb Music laid the foundation for later Bay Area movements like Hyphy, influencing the region's hip-hop sound and culture."
Q1799871,,no article,
Q180268,Gospel music,ok,"Gospel music is a traditional genre of Christian music and a cornerstone of Christian media, characterized by dominant vocals (often with strong harmonies) and lyrics that reflect Christian teachings and values. The creation, performance, significance, and even the definition of gospel music vary according to culture and social context. Gospel music is composed and performed for many purposes, including aesthetic pleasure, and also religious or ceremonial purposes, and as an entertainment product for the marketplace. Gospel music can be traced to the early 17th century.

Hymns and sacred songs were often performed in a call-and-response fashion, Black-American music. Most of the churches relied on hand-clapping and foot-stomping as rhythmic accompaniment. Most of the singing was done a cappella. The first published use of the term ""gospel song"" appeared in 1874.

The original gospel songs were written and composed by Black American prisoners of war. Gospel music publishing houses emerged. The advent of radio in the 1920s greatly increased the audience for gospel music. Following World War II, gospel music moved into major auditoriums, and gospel music concerts became quite elaborate."
Q1808721,Sound poetry,ok,"Sound poetry is an artistic form bridging literary and musical composition, in which the phonetic aspects of human speech are foregrounded instead of more conventional semantic and syntactic values; ""verse without words"". By definition, sound poetry is intended primarily for performance."
Q181010,Hard bop,ok,"Hard bop is a subgenre of jazz that is an extension of bebop. Journalists and record companies began using the term in the mid-1950s to describe a new current within jazz that incorporated influences from rhythm and blues, gospel music, and blues, especially in saxophone and piano playing.

David H. Rosenthal contends in his book Hard Bop that the genre is, to a large degree, the natural creation of a generation of African-American musicians who grew up at a time when bebop and rhythm and blues were the dominant forms of black American music. Prominent hard bop musicians included Horace Silver, Clifford Brown, Charles Mingus, Art Blakey, Cannonball Adderley, Miles Davis, John Coltrane, Hank Mobley, Sonny Clark, Thelonious Monk, Lee Morgan, Wes Montgomery, and Pat Martino."
Q181014,Fugue,ok,"In classical music, a fugue (from Latin fuga, meaning 'flight' or 'escape') is a contrapuntal, polyphonic compositional technique in two or more voices, built on a subject (a musical theme) that is introduced at the beginning in imitation (repetition at different pitches), which recurs frequently throughout the course of the composition. It is not to be confused with a fuguing tune, which is a style of song popularized by and mostly limited to early American (i.e. shape note or ""Sacred Harp"") music and West Gallery music. A fugue usually has three main sections: an exposition, a development, and a final entry that contains the return of the subject in the fugue's tonic key. Fugues can also have episodes, which are parts of the fugue where new material often based on the subject is heard; a stretto (plural stretti), when the fugue's subject overlaps itself in different voices, or a recapitulation. A popular compositional technique in the Baroque era, the fugue was fundamental in showing mastery of harmony and tonality as it presented counterpoint."
Q1810546,Turkish folk music,ok,"Turkish folk music (Turkish: Türk Halk Müziği) is the traditional music of Turkish people living in Turkey influenced by the cultures of Anatolia and former territories in Europe and Asia. Its unique structure includes regional differences under one umbrella. It includes popular music from the Ottoman Empire era. After the foundation of the Turkish Republic in 1923, Turkish President Mustafa Kemal Atatürk ordered a wide-scale classification and archiving of samples of Turkish folk music from around the country, which, from 1924 to 1953 collected more than 10,000 folk songs. Traditional folk music was combined with Western harmony and musical notation to create a more modern style of popular Turkish music."
Q1815364,Makossa,ok,"Makossa is a music genre originating in Douala, Littoral Region, Cameroon in the late 20th century. Like much other music of Sub-Saharan Africa, it uses strong electric bass rhythms and prominent brass. Makossa uses guitar accompaniments, in the forms of solo and rhythm guitar, with a main singer (lead vocalist) and a choir of backup singers, with the focus being on the texture of the guitar, the role it plays in the song, the relationship between it and other instruments (including the bass, drum set, horns, synthesizers, etc.), the lyrical content and languages sung as well as their relationship (as far as timbre goes) with the music, the uses of various percussion instruments, including the bottle, the groove of the bass as well as the drums, and the use of technical knowledge and microprocessors to make the music. It is in common time (4/4) for the vast majority of cases. Language-wise, it is typically sung in French, Duala or Pidgin English. Tempo-wise, it is typically in between 130 and 170 BPM. It traditionally consisted of guitar-picking techniques that borrows from bikutsi; with a guitar-structure of a guitar switching from solo to rhythm from assiko; supplanted with complex bass grooves, and gradually picked up on brass section, from funk and later in the 70s, string section, from disco. It along with this acquired the sebene from Congolese rumba. In the 1980s makossa had a wave of mainstream success across Africa and to a lesser extent abroad. It is considered a significant Cameroonian and African music genre."
Q181861,Noise rock,ok,"Noise rock is a subgenre of rock music that originally emerged in the late 1970s and early 1980s. Artists fuse rock music to noise, while utilizing extreme levels of guitar distortion and feedback, primarily through the use of electric guitars."
Q181897,Stride (music),ok,"Stride jazz piano, often shortened to stride, is a jazz piano style that arose from ragtime players. Prominent stride pianists include James P. Johnson, Willie ""the Lion"" Smith, Fats Waller, Luckey Roberts, and Mary Lou Williams."
Q18217098,New Mexico music,ok,"The New Mexico music genre (Spanish: música nuevo mexicana / neomexicana) is a genre of music that originated in the US state of New Mexico. It derives from Pueblo music in the 13th century, and with the folk music of Hispanos during the 16th to 19th centuries in Santa Fe de Nuevo México.

During the early 1900s, the genre began to incorporate country music and American folk music. The 1950s and 1960s brought the influences of blues, jazz, rockabilly, and rock and roll into New Mexico music. During the 1970s, the music style entered popular music in the Southwestern United States.

The language of the vocals in New Mexico music is usually Mexican and New Mexican Spanish, American and New Mexican English, Spanglish, Tiwa, Hopi, Zuni, Navajo, and/or Southern Athabaskan languages."
Q18324847,Kievan chant,ok,"Kievan chant, or chant in Kyivan style (Russian: Киевский распев, romanized: Kievskiy raspev; Ukrainian: Київський розспів, romanized: Kyïvs'kyy rozspiv), is one of the liturgical chants common to the Russian Orthodox Church, the Ukrainian Orthodox Church and those churches that have their roots in the Moscow Patriarchate, such as the Orthodox Church in America."
Q18342587,Tropical house,ok,"Tropical house, also known as trop house, is a subgenre of house music, and a derivation of tropical music, with elements of dancehall and Balearic house. Artists of the genre are often featured at various summer festivals such as Tomorrowland. The genre was popularized by artists including Kygo, Thomas Jack, Klangkarussell, Klingande, Robin Schulz, Bakermat, Matoma, Lost Frequencies, Felix Jaehn, Seeb and Gryffin. Tropical house hits include Kygo's ""Firestone"", Klingande's ""Jubel"", Felix Jaehn's remix of ""Cheerleader"", Robin Schulz's remixes of ""Waves"" and ""Prayer in C"", and Lost Frequencies's remix of ""Are You With Me"".

The term ""Tropical House"" began as a joke by Australian producer Thomas Jack, but has since gone on to gain popularity among listeners. The term ""trouse"" should not be confused with tropical house, as ""trouse"" is a genre that instead combines the feeling of trance and the beats of progressive house, using electro synths."
Q18345375,Latin music,ok,"Latin music (Portuguese and Spanish: música latina) is a term used by the music industry as a catch-all category for various styles of music from Ibero-America, which encompasses Latin America, Spain, Portugal, and the Latino population in Canada and the United States, as well as music that is sung in either Spanish or Portuguese. It may also include music from other territories where Spanish- and Portuguese-language music is made."
Q183504,Indie rock,ok,"Indie rock is a subgenre of rock music that originated in the United Kingdom, United States and New Zealand in the early to mid-1980s. Although the term was originally used to describe rock music released through independent record labels, by the 1990s it became more widely associated with the music such bands produced."
Q18358879,Outsider house,ok,"Outsider house (originally spawned as outsider dance, also known as raw house) is a subgenre of house music, combining elements of deep house, techno, noise, and ambient, with artists embracing lo-fi techniques rather than the polished cleanliness of mainstream deep house and other EDM genres.

The term ""outsider dance"" was coined in 2012 by the London-based DJ Ben UFO and emphasized by music journalist Scott Wilson, referring to different producers and record labels ""operating at the fringes of the fringes"" such as Laurel Halo, Anthony Naples. However, Ben UFO himself called the term ""off-the-cuff formulation"", reacting negatively to the term taking hold and circulating, stating ""I'm not exactly happy that it's now being held up as a genre, because I think this outsider thing just doesn't do justice to the artists and their music.... [outsider house artists] are my friends, we get along well and support each other""."
Q183862,Metalcore,ok,"Metalcore is a broadly defined music genre combining elements of heavy metal and hardcore punk, originating in the 1990s United States and becoming popular in the 2000s. Metalcore typically has aggressive verses and melodic choruses, together with slow, intense passages called breakdowns. Other defining traits are low-tuned, percussive guitar riffs, double bass drumming, and a highly produced sound. Vocalists typically switch between clean vocals (melodic, emotional singing) and harsh vocals (including shouting and screaming). Lyrics are often personal, inward-looking and emotive. It is debated whether metalcore is a subgenre of metal and hardcore, or a genre of its own. Many metalheads do not regard metalcore as a heavy metal subgenre, due to differences musically, vocally, lyrically and subculturally."
Q1840167,Witch house,ok,"Witch house (also known as drag, screwgaze and haunted house) is a microgenre of electronic music that is musically characterized by high-pitched keyboard effects, heavily layered basslines and trap-style drum loops. Aesthetically, it employs occult- and gothic-inspired themes."
Q18432631,,no article,
Q185162,Latin rock,ok,"Latin rock is a term to describe a subgenre blending traditional sounds and elements of Latin American and Hispanic Caribbean folk with rock music. However, it is widely used in the English-language media to refer any kind of rock music featuring Spanish or Portuguese vocals. This has led to controversy about the scope of the terminology.

Latin rock should not be confused with ""rock music from Latin America"" or Rock en Español. It is also closely related to the Latin alternative scene (which combines Latin elements with alternative rock, pop, electronic music, indie or hip-hop among others) a term often used to refer the same phenomenon."
Q185652,Ragtime,ok,"Ragtime, also spelled rag-time or rag time, is a musical style noted for its syncopated or ""ragged"" rhythm. It originated in African American communities in the late 19th century and was propelled to popularity in the 1890s to 1910s by composers such as James Scott, Joseph Lamb, and particularly Scott Joplin. Known as the ""King of Ragtime"", Joplin gained fame through compositions like ""Maple Leaf Rag"" and ""The Entertainer"".

The style is closely related to marches. Ragtime pieces (often called ""rags"") usually contain several distinct themes, often arranged in patterns of repeats and reprises. They are typically composed for and performed on the piano, though the genre has been adapted for a variety of instruments and styles. The music was initially distributed primarily through sheet music and piano rolls.

Ragtime influenced early jazz, Harlem stride piano, Piedmont blues, and early-20th-century European classical composers such as Erik Satie, Claude Debussy, and Igor Stravinsky. It was overshadowed by jazz in the 1920s, but has since experienced several revivals, notably in the 1970s, when several of Joplin's songs were adapted for the caper film The Sting."
Q185676,Fado,ok,"Fado (Portuguese pronunciation: [ˈfaðu]; ""destiny, fate"") is a music genre which can be traced to the 1820s in Lisbon, Portugal, but probably has much earlier origins. Fado historian and scholar Rui Vieira Nery states that ""the only reliable information on the history of fado was orally transmitted and goes back to the 1820s and 1830s at best. But even that information was frequently modified within the generational transmission process that made it reach us today."""
Q186170,Doom metal,ok,"Doom metal is an extreme subgenre of heavy metal music that typically uses slower tempos, low-tuned guitars and a much ""thicker"" or ""heavier"" sound than other heavy metal genres. Both the music and the lyrics are intended to evoke a sense of despair, dread, and impending doom. The genre is strongly influenced by the early work of Black Sabbath, who formed a prototype for doom metal. During the first half of the 1980s, a number of bands such as Witchfinder General and Pagan Altar from England, American bands Pentagram, Saint Vitus, the Obsessed, Trouble, and Cirith Ungol, and Swedish band Candlemass defined doom metal as a distinct genre."
Q186472,Folk rock,ok,"Folk rock is a fusion genre of rock music with heavy influences from English and American folk music. It arose in the United States, Canada, and the United Kingdom in the mid-1960s. In the U.S., folk rock emerged from the folk music revival. Performers such as Bob Dylan and the Byrds—several of whose members had earlier played in folk ensembles—attempted to blend the sounds of rock with their pre-existing folk repertoire, adopting the use of electric instrumentation and drums in a way previously discouraged in the U.S. folk community. The term ""folk rock"" was initially used in the U.S. music press in June 1965 to describe the Byrds' music."
Q18702741,,no article,
Q1872505,Lovers rock,ok,"Lovers rock is a style of reggae music noted for its romantic sound and content. While love songs had been an important part of reggae since the late 1960s, the style was given a greater focus and a name in London in the mid-1970s."
Q187760,New wave music,ok,"New wave is a music genre encompassing pop-oriented styles that emerged in the United States and United Kingdom in the mid-to late 1970s. The term was initially synonymous with punk rock but soon branched off into its own distinct style: a lighter and more melodic ""broadening of punk culture"", in contrast to the more atmospheric sounds of post-punk. Over time, new wave became a catch-all for several musical styles that emerged after the initial popularity of punk rock, such as synth-pop, power pop, and two-tone ska.

New wave commercially peaked from the late 1970s to mid-1980s with an abundance of one-hit wonders. In 1981, the MTV channel was launched, which heavily promoted and popularized new wave acts in the United States. Regional new wave scenes developed across Europe, particularly the Netherlands' ultra; Germany's Neue Deutsche Welle; Spain's La Movida Madrileña; France, Poland, and Belgium's coldwave; and Yugoslav new wave. Additionally, the movement inspired subgenres such as minimal wave and darkwave."
Q1879175,,no article,
Q188285,Motet,ok,"In Western classical music, a motet is mainly a vocal musical composition, of highly diverse form and style, from high medieval music to the present. The motet was one of the preeminent polyphonic forms of Renaissance music. According to the English musicologist Margaret Bent, ""a piece of music in several parts with words"" is as precise a definition of the motet as will serve from the 13th to the late 16th century and beyond. The late 13th-century theorist Johannes de Grocheo believed that the motet was ""not to be celebrated in the presence of common people, because they do not notice its subtlety, nor are they delighted in hearing it, but in the presence of the educated and of those who are seeking out subtleties in the arts""."
Q188450,Electropop,ok,"Electropop is a popular music fusion genre combining elements of the electronic and pop styles.

Electropop has been described as a variant of synth-pop with emphasis on a hard electronic sound. The genre was developed in the 1980s and saw a revival of popularity and influence in the late 2000s. The genre is often confused with electro, which is sometimes called electro-pop. However, electro is a separate genre incorporating funk and early hip hop."
Q188534,Grindcore,ok,"Grindcore is an extreme fusion genre of heavy metal and hardcore punk that originated in the mid-1980s, drawing inspiration from abrasive-sounding musical styles, such as thrashcore, crust punk, hardcore punk, extreme metal, and industrial. Grindcore is considered a more noise-filled style of hardcore punk while using hardcore's trademark characteristics such as heavily distorted, down-tuned guitars, grinding overdriven bass, high-speed tempo, blast beats, and vocals which consist of growls, shouts and high-pitched shrieks. Early groups such as England's Napalm Death are credited with laying the groundwork for the style. It is most prevalent today in North America and Europe, with popular contributors such as Brutal Truth and Nasum. Lyrical themes range from a primary focus on social and political concerns, to gory subject matter and black humor.

A trait of grindcore is the ""microsong"", far shorter than average for punk or metal. Several bands have produced songs that are only seconds in length. Many bands, such as Agoraphobic Nosebleed, record simple phrases that may be rhythmically sprawled out across an instrumental lasting only a couple of bars in length."
Q188539,Glam metal,ok,"Glam metal is a subgenre of heavy metal that features pop-influenced hooks and guitar riffs, upbeat rock anthems, and slow power ballads. It borrows heavily from the fashion and image of 1970s glam rock."
Q188994,Drum and bass,ok,"Drum and bass (D&B), also known as drum 'n' bass (DnB or D'n'B), is a genre of electronic dance music that emerged in the United Kingdom in the early 1990s. It is characterised by fast breakbeats (typically 165–185 beats per minute) with heavy bass and sub-bass lines, samples, and synthesizers.

Originating in the UK jungle scene in the early 1990s, drum and bass drew on elements of reggae, dub, hip-hop, breakbeat hardcore, techno, and house. By the mid-1990s, it had become one of the most distinctive and technically innovative styles within the broader electronic dance music movement. The style of drum and bass often incorporates an array of influences from other genres including ambient, funk, jazz, soul, rock, and pop. The genre has since developed multiple subgenres and maintains both an underground and mainstream presence worldwide."
Q1890098,New beat,ok,"New beat is a Belgian electronic dance music genre that fuses elements of new wave, hi-NRG, EBM and hip hop (e.g. scratching). It flourished in Western Europe during the late-1980s.

New beat spawned a subgenre called ""hard beat"" (a blend of EBM, new beat and acid house) and became a key influence on the evolution of European electronic dance music, tech-house styles such as Belgian techno, hardcore techno and gabber."
Q189045,Britpop,ok,"Britpop was a British music and cultural movement that emerged in the 1990s. Musically, it produced bright, catchy alternative rock that drew heavily on the traditions of 1960s guitar-based British pop, with lyrics that emphasised national identity and offered commentary on British culture and society. The movement was seen as a reaction against the darker lyrical themes and soundscapes of the American-led grunge and the more introspective shoegaze scene in Britain. It helped bring British alternative rock into the mainstream and became a key part of the broader Cool Britannia phenomenon, which echoed the spirit of the Swinging Sixties.

Britpop also marked the rise of bands emerging from the independent music scene of the early-mid 1990s. Although often described as a cultural moment rather than a strictly defined musical genre, its leading bands shared influences from 1960s British pop, 1970s glam and punk rock, and 1980s indie pop. Manchester's indie scene — including groups such as the Smiths, the Stone Roses, and Happy Mondays — is often cited as an important precursor to Britpop's musical development."
Q18915482,Agathocles (band),ok,"Agathocles is a Belgian political grindcore band. Founded in 1985, it is mainly known for producing a large quantity of split seven-inch EPs. They play a style of grindcore they have dubbed ""mincecore"". Their lyrical themes have focused on anti-fascism, animal liberation and anarchism. All of its members are vegetarians.

Their lineup has changed numerous times since they first started, the only consistent member being Jan Frederickx (also known as Jan AG)."
Q1891685,Russian chanson,ok,"Russian chanson (Russian: русский шансон, romanized: russkiy shanson; from French ""chanson"") is a neologism for a musical genre covering a range of Russian songs, including city romance songs, author song performed by singer-songwriters, and blatnaya pesnya or ""criminals' songs"" that are based on the themes of the urban underclass and the criminal underworld."
Q1899347,Post-punk revival,ok,"Post-punk revival (also known as indie rock revival or garage rock revival) is a musical scene and movement that emerged in the early 2000s. Originating as a stripped-down and back-to-basics version of guitar rock inspired by the original sounds and aesthetics of post-punk, new wave and garage rock, the movement became closely associated with the new wave revival and garage rock revival.

The genre has an emphasis on ""rock authenticity"" that was seen as a reaction to the commercialism of MTV-oriented nu metal, hip hop and ""bland"" post-Britpop groups. The commercial breakthrough of the genre came with the release of the Strokes' Is This It and the White Stripes' White Blood Cells, both in 2001. The genre reached a zenith in the middle of the decade with the success of Bloc Party, Arctic Monkeys, the Killers, and Yeah Yeah Yeahs. Over time, later indie and post-punk bands were criticized with the term ""landfill indie""."
Q1913888,Power noise,ok,"Power noise (also known as rhythmic noise, rhythm 'n' noise and distorted beat music) is a subgenre of noise and post-industrial music, that originated predominantly in Europe during the 1990s. It draws primary influence from various styles of electronic dance music."
Q1914924,Mbaqanga,ok,"Mbaqanga (Zulu pronunciation: [mɓaˈǃáːŋga]) is a style of South African music that emerged in the early 1960s in the urban townships, particularly around Johannesburg. It draws from a variety of ethnic traditions, including Zulu, Xhosa, Sotho, Pedi, and Tsonga musical elements. Mbaqanga blends traditional South African vocal harmonies, rhythmic patterns, and dance styles with influences from marabi, kwela, and Western popular music such as jazz. It continues to influence musicians both in South Africa and globally."
Q1928583,Northern soul,ok,"Northern soul is a music and dance movement that emerged in Northern England and the Midlands in the early 1970s. It developed from the British mod scene, based on a particular style of Black American soul music with a heavy beat and fast tempo (100 bpm and above).

The Northern soul movement generally eschews Motown or Motown-influenced music that has had significant mainstream commercial success. The recordings most prized by enthusiasts are by lesser-known artists, ""rare grooves"" released in limited numbers on labels such as VeeJay, Chess, Brunswick, Ric-Tic, Gordy Records, Golden World Records (Detroit), Mirwood Records (Los Angeles), Shout Records and Okeh.

Northern soul is associated with dance styles and fashions that grew out of the underground rhythm and soul scene of the late 1960s at venues such as the Twisted Wheel in Manchester. This scene and the associated dances and fashions quickly spread to other dancehalls and nightclubs like the Wigan Casino, Blackpool Mecca (the Highland Room), and Golden Torch (Stoke-on-Trent)."
Q1929352,Roots rock,ok,"Roots rock is a genre of rock music that looks back to rock's origins in folk, blues, and country music. First emerging in the late 1960s, it is seen as a response to the perceived excesses of the then dominant psychedelic and the developing progressive rock. Because roots music (Americana) is often used to mean folk and world musical forms, roots rock is sometimes used in a broad sense to describe any rock music that incorporates elements of this music.

The 2000s saw a new interest in ""roots"" music. One proof of that is the specific Grammy Award given since 2015, notably to Jon Batiste in 2022. According to the Grammy website, ""This category recognizes excellence in Americana, bluegrass, blues or folk recordings in modern and/or traditional vocal and instrumental styles, as well as original material by artists who use traditional and/or modern roots elements, sounds and instrumental techniques as the basis for their recordings."""
Q1930107,Kroncong,ok,"Keroncong or Kroncong (from Javanese ꦏꦼꦫꦺꦴꦤ꧀ꦕꦺꦴꦁ, keroncong 'rumble', Javanese pronunciation: [kəˈrɔnt͡ʃɔŋ]; Javindo: krontjong) refers to both a specific Cak–Cuk, a ukulele-like Javanese instrument, and a unique classical colonial Java and Eastern Indonesian (particularly Maluku and eastern East Nusa Tenggara) musical genre that evolved and first developed in Java Island, especially at the Java port cities of Sunda Kelapa in Greater Jakarta, Semarang and Surakarta in Central Java, as well as Surabaya in East Java, dates back to at least 16th century. It is characterized by its lilting rhythm, distinctive sound from interlocking Cak–Cuk. A Kroncong orchestra (especially in Java), traditionally consists of a blend of local and European instruments like violins, European flutes, cellos and bass (usually in Pizzicato-style), pair of Kroncong (Cak–Cuk) and a vocalist (usually, but not limited to a female vocalist, traditionally taken from Pasindhèn – a Javanese vocalist in Javanese orchestra)."
Q1931130,Funk carioca,ok,"Funk carioca (Brazilian Portuguese pronunciation: [ˈfɐ̃k(i) kɐɾiˈɔkɐ, - kaɾ-]), also known as baile funk, Brazilian funk, or simply funk, is a Brazilian hip hop-influenced music genre from Rio de Janeiro, taking influences from musical styles such as Miami bass and freestyle.

In Brazil, ""baile funk"" refers not to the music, but to the actual parties or discotheques in which the music is played (Portuguese pronunciation: [ˈbajʎi], from baile, meaning ""ball""). Although it originated in Rio (carioca is a Rio demonym), ""funk carioca"" has become increasingly popular among working classes in other parts of Brazil. In the whole country, funk carioca is most often simply known as ""funk"", although it is very musically different from the American genre of funk music. In fact, it still shows its urban Afrobeat influences."
Q1931555,Microhouse,ok,"Microhouse, buftech or sometimes just minimal, is a subgenre of house music strongly influenced by minimalism and 1990s techno."
Q193207,Ambient music,ok,"Ambient music is a genre of music that emphasizes tone and atmosphere over traditional musical structure or rhythm. Often ""peaceful"" sounding and lacking composition, beat, and/or structured melody, ambient music uses textural layers of sound that can reward both passive and active listening, and encourage a sense of calm or contemplation. The genre evokes an ""atmospheric"", ""visual"", or ""unobtrusive"" quality. Nature soundscapes may be included, and some works use sustained or repeated notes, as in drone music. Bearing elements associated with new-age music, instruments such as the piano, strings and flute may be emulated through a synthesizer."
Q193217,Madrigal,ok,"A madrigal is a form of secular vocal music most typical of the Renaissance (15th–16th centuries) and early Baroque (1580–1650) periods, although revisited by some later European composers. The polyphonic madrigal is unaccompanied, and the number of voices varies from two to eight, but the form usually features three to six voices, whilst the metre of the madrigal varies between two or three tercets, followed by one or two couplets. Unlike verse-repeating strophic forms sung to the same music, most madrigals are through-composed, featuring different music for each stanza of lyrics, whereby the composer expresses the emotions contained in each line and in single words of the poem being sung."
Q193355,Blues rock,ok,"Blues rock is a fusion genre and form of rock and blues music that relies on the chords/scales and instrumental improvisation of blues. It is mostly an electric ensemble-style music with instrumentation similar to electric blues and rock (electric guitar, electric bass guitar, drums, and sometimes with keyboards and harmonica). From its beginnings in the early 1960s, blues rock has gone through several stylistic shifts and along the way it inspired and influenced hard rock, Southern rock, and early heavy metal."
Q19358266,,no article,
Q193605,Lullaby,ok,"A lullaby, or a cradle song, is a soothing song or piece of music usually played for (or sung to) children (for adults, see music and sleep). The purpose of lullabies vary. In some societies, they are used to pass down cultural knowledge or tradition. In addition, lullabies are often used for the developing of communication skills, indication of emotional intent, maintenance of infants' undivided attention, modulation of infants' arousal, and regulation of behavior. Perhaps one of the most important uses of lullabies is as a sleep aid for infants. As a result, the music is often simple and repetitive. Lullabies can be found in many countries and have existed since ancient times."
Q1936659,Nederpop,ok,"Nederpop (Dutch: [ˈneː.dərˌpɔp] ) or Dutch pop music is pop music made by Dutch bands and artists.

The name is a portmanteau on the country's name in Dutch (Nederland) and pop. An English translation could be Netherpop. Nederpop is a Dutch term invented by the mid-1970s to describe the Dutch pop music scene of the 1960s and 1970s that was gaining worldwide attention, exemplified by bands such as Shocking Blue, Golden Earring and Focus. Most of the Nederpop bands of this period had English-language songs or played only instrumentals, but some of the bands performed exclusively in the Dutch language. Many such were popular thanks to airplay over the offshore pirate radio stations targeting the Netherlands such as Mi Amigo, Veronica, Atlantis and Northsea International.

During the early 1980s, the Nederpop term was revived to name the sudden growth of Dutch language pop music from the Netherlands. The revived meaning came about because of the huge success of Doe Maar. This success helped other bands to sing in Dutch and/or get the spotlight."
Q1937548,,no article,
Q194172,Nocturne,ok,"A nocturne is a musical composition that is inspired by, or evocative of, the night."
Q194492,Gamelan,ok,"Gamelan (Javanese: ꦒꦩꦼꦭꦤ꧀, romanized: gamelan (in the ngoko register), ꦒꦁꦱ, gangsa (in the krama register); Balinese: ᬕᬫ᭄ᬩᭂᬮ᭄ᬮᬦ᭄; Sundanese: ᮌᮙᮨᮜᮔ᮪) is the traditional ensemble music of the Javanese, Sundanese, and Balinese peoples of Indonesia, made up predominantly of percussive instruments. The most common instruments used are metallophones (played with mallets) and a set of hand-drums called kendang, which keep the beat. The kemanak, a banana-shaped idiophone, and the gangsa, another metallophone, are also commonly used gamelan instruments on Bali. Other notable instruments include xylophones, bamboo flutes (similar to the Indian bansuri), a bowed string instrument called a rebab (somewhat similar to the gadulka of Bulgaria), and a zither-like instrument called a siter, used in Javanese gamelan. Additionally, vocalists may be featured, being referred to as sindhen for females or gerong for males. Related traditions are also found elsewhere in Maritime Southeast Asia, including Gamelan melayu (Malay Gamelan), a distinct courtly tradition associated with the Johor–Riau cultural sphere that has been documented since at least the eighteenth century and remains practised principally in Malaysia."
